time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,respiration
1696,133,72,120,8720.75,48.0,52.61693,13.302867,5.169,9,18,59,17.5,23.5,63.0,71.0,27.25
1697,117,73,120,8726.2,48.0,52.616913,13.302944,5.365,9,15,46,16.0,23.0,61.5,77.0,27.25
1698,135,76,119,8731.75,48.0,52.616894,13.303022,5.58,9,17,57,19.0,16.5,63.5,59.5,27.25
1699,93,74,119,8737.41,48.0,52.61688,13.303106,5.318,9,12,59,16.0,16.5,55.0,59.5,27.25
1700,58,58,119,8742.52,47.8,52.61687,13.303176,3.816,9,10,74,6.5,23.5,26.5,70.0,28.8
1701,0,58,119,8745.69,47.8,52.616867,13.303223,2.286,9,0,74,6.5,23.5,26.5,70.0,28.8
1702,0,58,118,8749.45,47.8,52.616863,13.303273,2.267,9,0,74,6.5,23.5,26.5,70.0,28.8
1703,0,0,117,8752.06,47.8,52.61686,13.303312,2.435,9,0,,,,,,28.8
1704,0,0,115,8754.56,47.8,52.61685,13.303344,2.323,9,0,,,,,,28.8
1705,0,0,114,8756.89,47.8,52.616844,13.30338,2.809,9,0,,,,,,30.22
1706,0,0,114,8760.41,47.8,52.61683,13.303426,3.042,9,0,,,,,,30.22
1707,22,15,116,8763.54,47.6,52.61682,13.303468,2.893,9,14,,,,,,30.22
1708,262,15,116,8766.91,47.6,52.61681,13.303514,3.312,9,167,,10.0,8.0,61.0,59.5,30.22
1709,262,50,118,8770.66,47.6,52.6168,13.303566,3.891,9,50,50,25.0,26.5,86.0,93.5,30.22
1710,246,55,118,8774.8,47.6,52.616787,13.303627,4.385,9,43,56,20.5,24.5,79.5,89.5,30.38
1711,265,62,119,8779.74,47.6,52.61677,13.303698,4.563,9,41,55,20.5,24.5,79.5,89.5,30.38
1712,225,63,120,8785.34,47.6,52.616756,13.303774,4.656,9,34,57,20.5,23.5,75.5,87.0,30.38
1713,222,67,121,8790.18,47.6,52.616745,13.303841,4.544,9,32,57,20.5,23.5,75.5,87.0,30.38
1714,42,67,122,8794.66,47.6,52.616734,13.303902,4.46,9,6,55,21.0,22.5,71.0,81.5,30.38
1715,42,26,122,8799.04,47.6,52.61672,13.303963,4.637,9,15,100,21.0,22.5,71.0,81.5,28.92
1716,266,62,121,8803.6,47.8,52.61671,13.304029,4.908,9,41,55,0.0,33.5,0.0,91.0,28.92
1717,264,67,121,8808.37,47.8,52.6167,13.3041,5.029,9,38,54,0.0,33.5,0.0,91.0,28.92
1718,208,66,122,8813.17,48.0,52.616688,13.304169,4.749,9,30,54,0.0,33.5,0.0,91.0,28.92
1719,97,66,122,8818.39,48.0,52.616673,13.304241,4.796,9,14,49,21.0,20.0,76.0,80.5,28.92
1720,97,62,123,8823.18,48.0,52.616665,13.304311,4.572,9,15,62,19.0,24.0,62.5,79.5,29.12
1721,38,62,123,8828.1,48.2,52.616653,13.304381,4.479,9,6,71,12.5,24.0,46.0,79.5,29.12
1722,38,58,123,8832.8,48.2,52.616646,13.304447,4.208,9,6,60,12.5,24.0,46.0,79.5,29.12
1723,60,54,122,8837.05,48.2,52.616634,13.304507,3.938,9,11,61,11.5,22.0,43.0,59.0,29.12
1724,45,38,121,8840.82,48.2,52.616623,13.304563,3.742,9,11,36,11.5,22.0,43.0,59.0,29.12
1725,0,38,120,8844.6,48.2,52.616615,13.304617,3.564,9,0,36,28.5,20.0,83.5,66.5,29.25
1726,0,38,119,8848.06,48.4,52.616608,13.304666,3.126,9,0,36,28.5,20.0,83.5,66.5,29.25
,,,,,,,,,,,,,,,,
